"STATION","LATITUDE","LONGITUDE","ELEVATION","DATE","DAPR","MDPR","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WT01","WT02","WT03","WT04","WT05","WT06","WT08","WT09","WT11"
"USR0000COAM","41.0064","-121.9833","518.2","2025-09-06",,,,,,"72","86","61",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-09-07",,,,,,"68","83","56",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-09-08",,,,,,"65","78","56",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-09-09",,,,,,"62","71","56",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-09-10",,,,,,"58","69","53",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-09-11",,,,,,"61","71","53",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-09-12",,,,,,"68","85","57",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-09-13",,,,,,"70","86","58",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-09-14",,,,,,"70","83","60",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-09-15",,,,,,"72","91","58",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-09-16",,,,,,"74","91","63",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-09-17",,,,,,"75","93","61",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-09-18",,,,,,"75","96","62",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-09-19",,,,,,"68","83","62",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-09-20",,,,,,"70","84","58",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-09-21",,,,,,"72","86","60",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-09-22",,,,,,"74","92","61",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-09-23",,,,,,"79","99","65",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-09-24",,,,,,"77","95","63",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-09-25",,,,,,"74","92","60",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-09-26",,,,,,"75","91","63",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-09-27",,,,,,"74","89","63",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-09-28",,,,,,"63","74","57",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-09-29",,,,,,"56","58","53",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-09-30",,,,,,"54","57","52",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-01",,,,,,"53","54","51",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-02",,,,,,"56","63","50",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-03",,,,,,"56","69","49",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-04",,,,,,"58","72","47",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-05",,,,,,"62","74","52",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-06",,,,,,"66","82","56",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-07",,,,,,"66","83","56",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-08",,,,,,"64","81","52",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-09",,,,,,"56","66","53",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-10",,,,,,"52","61","42",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-11",,,,,,"48","60","39",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-12",,,,,,"49","60","41",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-13",,,,,,"45","51","40",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-14",,,,,,"52","67","42",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-15",,,,,,"47","50","44",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-16",,,,,,"54","70","42",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-17",,,,,,"61","79","50",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-18",,,,,,"60","78","49",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-19",,,,,,"58","70","49",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-20",,,,,,"60","77","46",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-21",,,,,,"62","80","51",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-22",,,,,,"58","74","49",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-23",,,,,,"59","77","48",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-24",,,,,,"52","56","47",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-25",,,,,,"50","53","46",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-26",,,,,,"44","45","43",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-27",,,,,,"49","61","38",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-28",,,,,,"56","73","45",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-29",,,,,,"61","77","51",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-30",,,,,,"59","69","52",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-10-31",,,,,,"59","73","50",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-01",,,,,,"58","73","48",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-02",,,,,,"59","75","49",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-03",,,,,,"54","63","48",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-04",,,,,,"50","55","47",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-05",,,,,,"51","55","48",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-06",,,,,,"51","53","49",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-07",,,,,,"53","63","48",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-08",,,,,,"56","70","47",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-09",,,,,,"60","73","53",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-10",,,,,,"58","73","51",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-11",,,,,,"56","64","51",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-12",,,,,,"51","55","46",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-13",,,,,,"51","54","47",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-14",,,,,,"51","59","47",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-15",,,,,,"55","69","45",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-16",,,,,,"49","51","46",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-17",,,,,,"44","48","42",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-18",,,,,,"49","63","40",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-19",,,,,,"45","45","44",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-20",,,,,,"45","55","42",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-21",,,,,,"50","64","42",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-22",,,,,,"52","66","44",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-23",,,,,,"47","59","39",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-24",,,,,,"47","61","41",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-25",,,,,,"46","59","39",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-26",,,,,,"49","64","40",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-27",,,,,,"47","60","39",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-28",,,,,,"48","63","38",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-29",,,,,,"47","59","41",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-11-30",,,,,,"48","61","39",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-01",,,,,,"48","62","41",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-02",,,,,,"48","60","40",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-03",,,,,,"45","55","40",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-04",,,,,,"47","59","39",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-05",,,,,,"47","58","42",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-06",,,,,,"48","64","40",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-07",,,,,,"47","58","40",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-08",,,,,,"49","63","43",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-09",,,,,,"51","66","41",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-10",,,,,,"54","69","47",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-11",,,,,,"53","67","46",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-12",,,,,,"53","65","46",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-13",,,,,,"51","66","45",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-14",,,,,,"49","65","40",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-15",,,,,,"49","53","44",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-16",,,,,,"48","51","43",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-17",,,,,,"44","52","40",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-18",,,,,,"45","47","41",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-19",,,,,,"47","49","46",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-20",,,,,,"48","50","46",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-21",,,,,,"51","53","46",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-22",,,,,,"49","51","47",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-23",,,,,,"49","52","46",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-24",,,,,,"47","52","39",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-25",,,,,,"42","46","39",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-26",,,,,,"39","43","34",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-27",,,,,,"39","49","34",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-28",,,,,,"42","52","34",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-29",,,,,,"47","60","40",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-30",,,,,,"49","61","41",,,,,,,,,,
"USR0000COAM","41.0064","-121.9833","518.2","2025-12-31",,,,,,"45","51","42",,,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-02-01",,,"0.00","0.0","0.0",,"65","24","25",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-02-02",,,"0.00","0.0","0.0",,"65","25","40",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-02-03",,,"0.04","0.0","0.0",,"44","15","21",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-02-04",,,"0.00","0.0","0.0",,"44","15","21",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-02-05",,,"0.00","0.0","0.0",,"42","12","21",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-02-06",,,"0.00","0.0","0.0",,"44","21","22",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-02-07",,,"0.00","0.0",,,,,,,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-02-08",,,"0.00","0.0","0.0",,"65","21","25",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-02-09",,,"0.00","0.0","0.0",,"53","23","25",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-02-10",,,"0.00","0.0","0.0",,"50","19","25",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-02-11",,,"0.00","0.0","0.0",,"61","22","22",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-02-12",,,"0.00","0.0","0.0",,"65","22","23",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-02-13",,,"0.00","0.0","0.0",,"57","16","20",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-02-14",,,"0.00","0.0","0.0",,"60","20","25",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-02-15",,,"0.00","0.0","0.0",,"59","25","30",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-02-16",,,"0.00","0.0","0.0",,"55","29","52",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-02-17",,,"0.00","0.0","0.0",,"58","21","22",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-02-18",,,"0.00","0.0","0.0",,"51","12","15",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-02-19",,,"0.00","0.0","0.0",,"51","15","25",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-02-20",,,"0.00","0.0","0.0",,"59","22","25",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-02-21",,,"0.00","0.0",,,,,,,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-02-22",,,"0.00","0.0","0.0",,"65","21","23",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-02-23",,,"0.00","0.0","0.0",,"66","23","28",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-02-24",,,"0.00","0.0","0.0",,"60","20","24",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-02-25",,,"0.00","0.0","0.0",,"61","23","25",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-02-26",,,"0.00","0.0","0.0",,"67","20","25",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-02-27",,,"0.00","0.0","0.0",,"70","22","26",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-02-28",,,"0.00","0.0","0.0",,"72","23","28",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-02-29",,,"0.00","0.0","0.0",,"65","27","33",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-01",,,"0.00","0.0","0.0",,"53","22","31",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-02",,,"0.00","0.0","0.0",,"49","20","30",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-03",,,"0.00","0.0","0.0",,"62","24","34",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-04",,,"0.00","0.0","0.0",,"70","24","30",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-05",,,"0.00","0.0","0.0",,"71","23","31",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-06",,,"0.00","0.0","0.0",,"72","25","32",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-07",,,"0.00","0.0","0.0",,"68","32","37",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-08",,,"0.10","0.0","0.0",,"45","30","32",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-09",,,"0.06","0.0","0.0",,"41","32","32",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-10",,,"0.00","0.0","0.0",,"50","22","23",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-11",,,"0.00","0.0","0.0",,"67","23","25",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-12",,,"0.00","0.0","0.0",,"70","24","25",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-13",,,"0.00","0.0","0.0",,"69","21","22",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-14",,,"0.96","0.0","0.0",,"67","22","23",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-15",,,"0.11","1.5","0.0",,"46","23","29",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-16",,,"12.18","0.0","0.0",,"43","26","30",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-17",,,"0.15","0.0","0.0",,"42","30","38",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-18",,,"2.00","0.0","0.0",,"43","30","31",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-19",,,"0.51","0.0","0.0",,"43","22","24",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-20",,,"0.00","0.0","0.0",,"51","21","25",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-21",,,"0.00","0.0","0.0",,"57","23","32",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-22",,,"0.00","0.0","0.0",,"63","24","25",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-23",,,"0.00","0.0","0.0",,"65","25","30",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-24",,,"0.00","0.0","0.0",,"50","21","25",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-25",,,"0.51","0.0","0.0",,"55","25","25",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-26",,,"0.00","0.0","0.0",,"55","25","25",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-27",,,"0.00","0.0","0.0",,"51","20","23",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-28",,,"0.00","0.0","0.0",,"52","23","36",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-29",,,"0.25","0.0","0.0",,"49","36","38",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-30",,,"0.10","0.0","0.0",,"52","37","44",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-03-31",,,"0.02","0.0","0.0",,"55","44","46",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-01",,,"0.00","0.0","0.0",,"73","33","43",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-02",,,"0.00","0.0","0.0",,"74","35","45",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-03",,,"0.28","0.0","0.0",,"71","37","41",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-04",,,"0.00","0.0","0.0",,"67","27","41",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-05",,,"0.00","0.0","0.0",,"75","33","48",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-06",,,"0.00","0.0","0.0",,"76","29","49",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-07",,,"0.00","0.0","0.0",,"84","33","52",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-08",,,"0.00","0.0","0.0",,"88","33","55",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-09",,,"0.00","0.0","0.0",,"89","40","52",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-10",,,"0.00","0.0","0.0",,"78","43","47",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-11",,,"0.00","0.0","0.0",,"78","43","47",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-12",,,"0.03","0.0","0.0",,"71","39","52",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-13",,,"0.80","0.0","0.0",,"62","42","45",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-14",,,"0.37","0.0","0.0",,"55","41","43",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-15",,,"0.07","0.0","0.0",,"57","42","51",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-16",,,"0.00","0.0","0.0",,"69","43","47",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-17",,,"0.22","0.0","0.0",,"72","43","52",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-18",,,"0.45","0.0","0.0",,"65","39","39",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-19",,,"0.15","0.0","0.0",,"52","38","43",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-20",,,"0.05","0.0","0.0",,"65","33","45",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-21",,,"0.00","0.0","0.0",,"67","36","54",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-22",,,"0.00","0.0","0.0",,"72","38","53",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-23",,,"0.00","0.0","0.0",,"64","31","47",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-24",,,"0.00","0.0","0.0",,"74","36","53",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-25",,,"0.00","0.0","0.0",,"82","42","58",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-26",,,"0.00","0.0","0.0",,"89","48","59",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-27",,,"0.00","0.0","0.0",,"88","49","65",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-28",,,"0.00","0.0","0.0",,"90","49","65",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-29",,,"0.00","0.0","0.0",,"92","47","65",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-30",,,"0.00","0.0","0.0",,"90","56","57",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-05-31",,,"0.14","0.0","0.0",,"66","44","56",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-01",,,"0.00","0.0","0.0",,"65","55","62",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-02",,,"0.00","0.0","0.0",,"76","42","57",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-03",,,"0.00","0.0","0.0",,"90","45","68",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-04",,,"0.00","0.0","0.0",,"90","47","59",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-05",,,"0.00","0.0","0.0",,"90","46","61",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-06",,,"0.00","0.0","0.0",,"82","49","53",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-07",,,"0.00","0.0","0.0",,"67","36","44",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-08",,,"0.00","0.0","0.0",,"60","29","49",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-09",,,"0.00","0.0","0.0",,"73","35","55",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-10",,,"0.00","0.0","0.0",,"81","40","57",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-11",,,"0.00","0.0","0.0",,"93","45","54",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-12",,,"0.00","0.0","0.0",,"88","42","45",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-13",,,"0.06","0.0","0.0",,"73","42","49",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-14",,,"0.00","0.0","0.0",,"67","39","53",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-15",,,"0.00","0.0","0.0",,"75","47","59",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-16",,,"0.00","0.0","0.0",,"70","48","53",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-17",,,"0.00","0.0","0.0",,"71","39","53",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-18",,,"0.00","0.0","0.0",,"80","37","58",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-19",,,"0.00","0.0","0.0",,"87","39","76",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-20",,,"0.00","0.0","0.0",,"90","47","63",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-21",,,"0.00","0.0","0.0",,"90","48","66",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-22",,,"0.00","0.0","0.0",,"92","47","65",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-23",,,"0.00","0.0","0.0",,"100","49","72",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-24",,,"0.00","0.0","0.0",,"102","56","81",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-25",,,"0.00","0.0","0.0",,"98","49","67",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-26",,,"0.00","0.0","0.0",,"100","49","69",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-27",,,"0.00","0.0","0.0",,"102","51","68",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-28",,,"0.00","0.0","0.0",,"93","46","63",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-29",,,"0.00","0.0","0.0",,"75","39","57",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-06-30",,,"0.00","0.0","0.0",,"81","40","58",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-07-01",,,"0.00","0.0","0.0",,"85","41","59",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-07-02",,,"0.00","0.0","0.0",,"85","41","61",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-07-03",,,"0.00","0.0","0.0",,"88","40","62",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-07-04",,,"0.00","0.0","0.0",,"85","43","62",,,,,,,,,
"USC00043824","40.9316","-121.5433","919.0","2020-07-05",,,"0.00","0.0","0.0",,"87","40","59",,,,,,,,,
